Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		
0.9312366814	-0.0006507409322	-0.00060599382615307	0.9250206122	-0.001196680044	-0.0011069537069084	0.9299544102	-0.0009159055192	-0.000851750376906561	0.9230289366	-0.001468637546	-0.00135559495233521	0.9309997936	-0.000754996494	-0.000702901580082724	0.923450465	-0.00149567967	-0.00138118608675255	0.9285215304	-0.001413681038	-0.00131263328090122	0.9242128322	-0.001672978078	-0.00154618780767689	0.9278338026	-0.001798721054	-0.0016689141953495	0.9205982868	-0.002481195568	-0.00228418438911655	0.8924173454	-0.01386671408	-0.0123748961686944	0.8952446854	-0.01097590364	-0.00982611940117252	0.9310661376	-0.0009194153368	-0.000856036486484579	0.9258959172	-0.001188091126	-0.00110004872282495	0.9302512102	-0.0008571369766	-0.000797352709789319	0.9250238684	-0.00120729492	-0.00111677661719807	0.931192129	-0.0005048016158	-0.000470067291339442	0.9248277818	-0.001152317172	-0.00106569493411081	0.9302115042	-0.0004878241854	-0.000453779669286074	0.92549384	-0.0010434101008	-0.000965669620884179	0.9308706662	-0.000456832652	-0.000425252115109153	0.9245305132	-0.00108267794	-0.00100096879149852	0.9302120546	-0.0004185164932	-0.000389309087023559	0.9253042442	-0.001235375768	-0.00114309844131223	0.9312275726	-4.6846662756E-05	-4.36249040426807E-05	0.9260229932	-0.0009059407978	-0.000838922009240752	0.9346219466	0.0007244048408	0.000677044662434959	0.9294338292	-0.00010270151742	-9.54542646003211E-05	0.9342189294	0.000948683821	0.000886278383593721	0.9289954152	0.000449681416	0.000417751973764644	0.9352055024	0.001102098294	0.00103068838873445	0.930340099	0.0004162287164	0.000387234265222219	0.9363827138	0.001174355692	0.00109964636984144	0.930131686	0.0005623273386	0.000523038475535911	0.9335867746	-0.0002956070916	-0.000275974871195731	0.9271422334	-0.0005728831112	-0.000531144127195109	0.9258761658	-0.002473970912	-0.00229059070230329	0.9203428302	-0.0030363382	-0.00279447209243237	
0.93499729	-0.0007003715298	-0.000654845482356154	0.9293465908	-0.001248151206	-0.00115996506809901	0.934714293	-0.0009854812606	-0.000921143419766478	0.9266376596	-0.001513815878	-0.00140275880225524	0.9355402502	-0.0008285174904	-0.000775111460263892	0.9276686948	-0.001560148376	-0.00144730080765826	0.9330534256	-0.001479628292	-0.00138057224646528	0.9278605578	-0.001722575428	-0.00159830979747665	0.9320690302	-0.001883975302	-0.00175599503265589	0.9245379216	-0.002556133236	-0.00236324210934412	0.8964503322	-0.01401034184	-0.0125595755967036	0.898980623	-0.01107356254	-0.00995491815103867	0.9344483312	-0.0009499199464	-0.000887651108687073	0.9293448922	-0.001216174282	-0.0011302453570017	0.934732623	-0.0009168532776	-0.000857012669077195	0.9292262436	-0.001255125588	-0.00116629563538348	0.9354643272	-0.0005604489108	-0.000524279963271495	0.9295728238	-0.001205543012	-0.0011206400218772	0.9350143198	-0.0005529024114	-0.000516971672110951	0.929411282	-0.0010844289246	-0.00100788047705037	0.9358936672	-0.0005274916766	-0.000493676119630651	0.9284111706	-0.001128680048	-0.00104787916459654	0.9348238552	-0.0004842208622	-0.000452661213170072	0.929973501	-0.001299539714	-0.00120853749751712	0.9353473158	-9.7222536376E-05	-9.09368384345595E-05	0.9300297888	-0.0009498095868	-0.000883351209411819	0.9389859098	0.000718721532	0.00067486939161787	0.934109111	-0.00011901817322	-0.000111175959979378	0.9387096652	0.0009244554156	0.000867795233670203	0.9336353742	0.0004256838896	0.000397433537557607	0.9401241194	0.001080155588	0.00101548032098349	0.9345389236	0.0004051216066	0.000378601910159067	0.9414388824	0.001158508182	0.00109066464811334	0.934754205	0.0005394537294	0.000504256641959582	0.9371686056	-0.0002990333308	-0.00028024464965376	0.9322245934	-0.0006173161686	-0.000575477314272381	0.9291596204	-0.002508680284	-0.0023309644203864	0.9237407512	-0.00307143083	-0.00283720582216304	
0.9397958562	-0.0007645520996	-0.00071852289505309	0.933640416	-0.001299046094	-0.00121284193560534	0.939033928	-0.0010470879956	-0.000983251153469915	0.9312831992	-0.00157606076	-0.00146775890670638	0.9393343414	-0.0008906718692	-0.000836638673658489	0.9324609816	-0.001635328928	-0.00152488041744176	0.9368789734	-0.00152669706	-0.0014303303742656	0.9328460166	-0.001796586812	-0.00167593885105029	0.9355013872	-0.001953398664	-0.00182740715992663	0.9293347768	-0.002650423152	-0.00246313040838947	0.9000122506	-0.0141006865	-0.01269079059187	0.9032318948	-0.01118071426	-0.0100987777262772	0.9393501422	-0.001007029165	-0.000945952989342297	0.9337651082	-0.001260014444	-0.00117655752363522	0.9397689438	-0.0009866719046	-0.000927243613663077	0.9328867154	-0.001296494424	-0.00120948242473978	0.939804763	-0.000619646196	-0.000582346446375632	0.933587357	-0.001245726056	-0.00116299409616707	0.9397071688	-0.0006243805934	-0.000586734919677578	0.9341914568	-0.001142835682	-0.0010676273306506	0.9400649048	-0.0005854412936	-0.000550352813934073	0.9330803022	-0.001187832082	-0.00110834271803541	0.9395603358	-0.0005530347048	-0.000519609472950942	0.9334473364	-0.001337984702	-0.00124893825622585	0.9395793706	-0.00015008174086	-0.000141013707615791	0.9342307058	-0.0009974426222	-0.000931841524932909	0.9432750412	0.0007051763436	0.000665175244562555	0.9376055854	-0.00012508474062	-0.000117280151453622	0.9436019634	0.0008939341822	0.000843518049474293	0.9379815804	0.0004084815834	0.000383148201161826	0.945340862	0.001055181906	0.000997506572584843	0.9383748064	0.0003928527152	0.000368643090569514	0.9457474836	0.001145205878	0.00108307557732243	0.9397636984	0.0005110205622	0.000480238573491519	0.9406146622	-0.0003119689996	-0.000293442615175626	0.9360851468	-0.000642763613	-0.000601681471032803	0.934318525	-0.002572967982	-0.00240397164981447	0.9286936746	-0.003134330484	-0.00291083289459676	
0.9434387608	-0.0008124732716	-0.000766518776541426	0.9372800224	-0.00134099582	-0.00125688859220791	0.9431586176	-0.0011121662214	-0.00104894915591704	0.935244588	-0.001629727116	-0.00152419346515585	0.9430598172	-0.0009499476528	-0.000895857459799137	0.936552122	-0.001698471468	-0.00159070705751185	0.9416187522	-0.00159473238	-0.00150162991374854	0.9362094394	-0.00184429373	-0.00172664519905223	0.9396953302	-0.002041333876	-0.00191823191065627	0.9337322248	-0.002736913064	-0.0025555439243329	0.904165539	-0.01423151434	-0.0128676448340123	0.9069947228	-0.01126490186	-0.0102172065398799	0.9433550354	-0.001050547943	-0.000991039691958162	0.938152094	-0.00130176654	-0.00122125500540013	0.9434362646	-0.001036816899	-0.000978170662266716	0.9370802122	-0.001347615574	-0.00126282388804794	0.9442734942	-0.0006831267418	-0.000645058475460947	0.937805399	-0.001293601976	-0.00121314691724987	0.9442291068	-0.0006805302802	-0.0006425764986236	0.9391543376	-0.00120529482	-0.00113195785828981	0.9446241326	-0.000650355134	-0.000614341154336707	0.9382989476	-0.00125490787	-0.00117747873375596	0.9441513982	-0.0006210700246	-0.000586384132106198	0.9377795278	-0.001394760532	-0.00130797787309304	0.944611949	-0.00021697652002	-0.00020495861346333	0.9382679424	-0.0010445113904	-0.000980031553083971	0.9481388658	0.0006827312452	0.00064732402847015	0.941574013	-0.00013989422062	-0.000131720762704681	0.9484772014	0.0008591463112	0.000814880688840109	0.942314596	0.0003822269872	0.000360178069023665	0.94982957	0.001035005882	0.000983079191847531	0.9430702548	0.0003694933372	0.000348458175660106	0.9497703884	0.001133246364	0.00107632383928917	0.94370733	0.0004956754438	0.000467772549615063	0.9440842484	-0.0003270998626	-0.000308809827934464	0.9402145928	-0.0006735729832	-0.000633303148120469	0.939204037	-0.002635060486	-0.00247485944619038	0.9329204678	-0.003184949242	-0.0029713043367659	
0.9472934814	-0.0008639444336	-0.000818408930241095	0.941598199	-0.001394921684	-0.00131345574540045	0.9474261868	-0.0011762562874	-0.00111441600907091	0.9404220112	-0.001704010014	-0.00160248852447082	0.947229534	-0.0010249758242	-0.000970887372318232	0.9409098708	-0.00176792346	-0.00166345663433289	0.9459042686	-0.001656610628	-0.00156699506443333	0.9399907844	-0.001901555328	-0.00178744448434672	0.9432298538	-0.002113895342	-0.00199388919438316	0.9376331136	-0.002814198306	-0.00263868551994263	0.9073251374	-0.01433368276	-0.013005310679665	0.9111284806	-0.0113905488	-0.0103782534213442	0.9473518114	-0.001095528644	-0.00103785104533399	0.9414728364	-0.001331311618	-0.00125339372513073	0.9479884538	-0.0010981641254	-0.00104104691125658	0.9412983148	-0.001398753348	-0.00131664416929326	0.9483036922	-0.0007393835564	-0.000701160156486087	0.9421551596	-0.001343261202	-0.0012655604721548	0.9485084084	-0.0007385251494	-0.000700497314020766	0.9429213506	-0.001249847012	-0.00117850743259841	0.948721615	-0.0007093714102	-0.000672995989919772	0.941997089	-0.001299612442	-0.00122423113719218	0.9481143726	-0.0006803744374	-0.000645072782848579	0.9419002832	-0.001446919714	-0.00136285408838426	0.9489632932	-0.0002755190332	-0.000261457449084752	0.941915159	-0.0010863087366	-0.00102321066635768	0.9515948776	0.000665178927	0.000632980859620664	0.9464589536	-0.0001572489068	-0.000148829635784672	0.9530948996	0.0008333036026	0.000794217413456365	0.946799814	0.0003556842544	0.000336761785908649	0.9536549282	0.0010226797334	0.000975283567727172	0.9473016756	0.0003473696218	0.000329063824783678	0.953974541	0.001119684552	0.00106815055655899	0.9481673724	0.000473687485	0.000449135017991215	0.9479742934	-0.0003510068848	-0.000332745503596815	0.9450312978	-0.000717898913	-0.000678436941441599	0.9430007296	-0.002681976876	-0.00252910615083833	0.9364905682	-0.003224320516	-0.00301954575208776	
0.9522100042	-0.0009329845368	-0.000888397209704863	0.945912189	-0.001451133246	-0.00137264462525454	0.952429593	-0.001257808166	-0.00119797371961546	0.945186077	-0.001773919146	-0.00167668367852293	0.9510553366	-0.0010917015996	-0.00103826863227434	0.9450211172	-0.001832499294	-0.00173175053008409	0.950059082	-0.001715869788	-0.00163017767561881	0.9445834968	-0.001973659654	-0.0018642863374684	0.9470887612	-0.002195035334	-0.00207889329526829	0.9419694272	-0.002901524	-0.00273314690028705	0.9120189374	-0.0144834676	-0.0132091967304193	0.915616427	-0.01151116718	-0.0105398137639513	0.9517558556	-0.001146621166	-0.0010913034088954	0.9452837336	-0.001367256654	-0.00129244547468256	0.9529387156	-0.00117889223	-0.00112341204748702	0.9453142416	-0.001448976842	-0.00136973844449119	0.9522281084	-0.0007965093984	-0.000758458637761254	0.9465133528	-0.001397232318	-0.0013224990459507	0.9534486486	-0.0008118485138	-0.000774055868350528	0.9467094816	-0.001293151534	-0.00122423881838338	0.9525261704	-0.0007641829246	-0.00072790423465431	0.9468036452	-0.001363092988	-0.00129058140978496	0.9528567508	-0.0007542288226	-0.000718672025262346	0.9461981014	-0.001502764642	-0.00142191305111145	0.9540669614	-0.0003494352936	-0.000333384668770869	0.9459459912	-0.001138117906	-0.00107659807069364	0.9556116952	0.0006437552356	0.000615180031985591	0.9499740092	-0.0001567751438	-0.000148932311898593	0.9577499502	0.0008007109258	0.000766880849309546	0.9514163064	0.0003272677106	0.000311367836423036	0.9578540074	0.0009986037082	0.00095651656370387	0.9507933936	0.000338012572	0.000321380120411344	0.9573785516	0.001109994112	0.00106268455523109	0.952257501	0.000457032823	0.000435212933904955	0.9527853536	-0.0003819400058	-0.000363906843480139	0.9491780566	-0.0007470939796	-0.000709125211654288	0.9465719086	-0.00272654569	-0.0025808715576684	0.9406085342	-0.003273996366	-0.00307954892279939	
0.9561652412	-0.0009893937306	-0.000946023895060917	0.9505901348	-0.001513880522	-0.00143907988947907	0.9556968114	-0.001307162634	-0.00124925116129503	0.9492443672	-0.001830006958	-0.00173712379681831	0.9551463518	-0.001167005902	-0.00111466142982437	0.949477609	-0.001904541744	-0.00180831974133381	0.9539283242	-0.001769186132	-0.00168767676209664	0.948550466	-0.00203625455	-0.00193149020229712	0.9512754092	-0.002285453878	-0.00217409607300218	0.9456643348	-0.002973125932	-0.00281157915676141	0.9163995186	-0.01461818344	-0.0133960962672225	0.9194215556	-0.01161159754	-0.0106759530732279	0.9561038392	-0.001196737534	-0.00114420535077214	0.9496910114	-0.00141428017	-0.00134312916505026	0.9565864412	-0.001233518118	-0.00117996670665334	0.9491765724	-0.001497919422	-0.00142179002270535	0.9563484234	-0.0008579018778	-0.000820453108265929	0.9505113972	-0.001445091616	-0.00137357605100617	0.9567353996	-0.0008569982184	-0.000819920532937412	0.9508270034	-0.00134448694	-0.00127837448827064	0.9559819298	-0.0008143279198	-0.000778482776260424	0.9511559408	-0.001418085512	-0.00134882045930121	0.9569493514	-0.0008224783976	-0.000787070169123831	0.9497350992	-0.00154319057	-0.00146562224908345	0.9576589414	-0.0003972659612	-0.000380445299857046	0.9506749244	-0.001204691304	-0.00114526981435554	0.9602553952	0.0006100958996	0.000585847879180297	0.9543280174	-0.0001722892652	-0.000164420472877619	0.962602612	0.0007644158792	0.000735828721972197	0.9553936772	0.0003070464352	0.00029335022279688	0.9620596184	0.000975458585	0.000938449314050104	0.9557440996	0.0003016103976	0.00028826235788421	0.961581246	0.001091725146	0.00104978242618021	0.955698864	0.0004482566638	0.00042839838437409	0.9571925062	-0.0004165302446	-0.000398699628736773	0.9526727536	-0.000777219949	-0.000740436268966681	0.9510670192	-0.00278530246	-0.00264900930820263	0.9451732172	-0.003331426968	-0.0031487755452114	
0.9600862322	-0.001045757674	-0.0010040175450249	0.9545178492	-0.001565504064	-0.00149430157208314	0.9595006074	-0.00136823373	-0.00131282109500017	0.9538154528	-0.001900694612	-0.0018129118919793	0.9588399286	-0.001232953156	-0.00118220471606618	0.9526340368	-0.001953027184	-0.00186052017027406	0.958881248	-0.001851866546	-0.00177572010475793	0.9526475686	-0.002102354182	-0.00200280259981834	0.9551370412	-0.002368681936	-0.00226241585589493	0.9487520162	-0.003033756512	-0.00287828260741988	0.9201792798	-0.01474975658	-0.0135724203870097	0.9238864168	-0.01174940624	-0.0108551168306012	0.9598585504	-0.001240713452	-0.0011909094154985	0.953607056	-0.00145398945	-0.00138653459886956	0.9602178034	-0.00128942492	-0.00123812876433162	0.9537122728	-0.00156018093	-0.00148796370072952	0.9605599966	-0.0009217158122	-0.000885363337432998	0.9552548538	-0.001509712702	-0.00144216038642901	0.9607185408	-0.0009082264966	-0.000872550034529448	0.9547713966	-0.001393977162	-0.00133092952179124	0.9604406394	-0.0008843441776	-0.000849360087383811	0.9548133046	-0.001463263846	-0.00139714378830097	0.960632335	-0.0008762352582	-0.000841739922093994	0.953737264	-0.001599035498	-0.0015250597409014	0.9624112748	-0.0004679536146	-0.000450363834774454	0.954775515	-0.001260733864	-0.00120371782427854	0.9651521956	0.000582227	0.000561937667387601	0.9583790144	-0.0001877535168	-0.000179939030380918	0.96603833	0.0007424279204	0.000717213828368589	0.95911002	0.000289048983	0.00027722977586611	0.9653142806	0.0009607229866	0.000927399618665662	0.959864033	0.000280293834	0.000269043969928273	0.9650438542	0.001080725164	0.00104294717759749	0.959464736	0.0004346496	0.000417030963716506	0.9621862078	-0.0004521705196	-0.00043507223753288	0.9570618946	-0.0008128149718	-0.000777914236870154	0.9543349344	-0.002827235564	-0.00269812966650329	0.9488766866	-0.003374443356	-0.00320193063076066	
0.9639211658	-0.0011021668696	-0.00106240197385097	0.9584025036	-0.001616641838	-0.00154939358496371	0.9640813958	-0.001442302372	-0.00139049688396341	0.958177451	-0.00195990852	-0.00187794014988678	0.9634550256	-0.001318890806	-0.00127069197525833	0.9565931416	-0.002017207754	-0.00192964710265874	0.962596258	-0.00190964716	-0.00183821921031633	0.9568670042	-0.00217092514	-0.00207728663505427	0.959392054	-0.002464495652	-0.00236441754564635	0.9530713988	-0.00312594174	-0.00297924566670911	0.923505667	-0.01485066072	-0.0137146693336143	0.9279948072	-0.01186522698	-0.0110108690236893	0.9635986126	-0.001284565618	-0.00123780564729846	0.9583232408	-0.001510291516	-0.00144734746016587	0.9649123634	-0.001365795884	-0.00131787333435243	0.9578406422	-0.001615997228	-0.00154786782266094	0.964576687	-0.000983779686	-0.00094893095025978	0.9590822398	-0.001559202926	-0.00149540383457079	0.96474988	-0.000974404629	-0.000940056748899194	0.9582352106	-0.001435881636	-0.00137591234186913	0.9641887542	-0.0009379486594	-0.000904359549410446	0.9580380306	-0.001502623114	-0.0014395700888706	0.9640948806	-0.0009302063738	-0.00089680720288207	0.957145524	-0.001641639998	-0.00157128837610507	0.9665802304	-0.0005313104094	-0.00051355413793177	0.9590164484	-0.001321623952	-0.00126745910856741	0.9686891288	0.0005613223238	0.000543746832817814	0.9629590432	-0.0002033581426	-0.000195825562425025	0.9700929422	0.0007151232882	0.000693736054685676	0.9638055332	0.0002581777374	0.000248833131855177	0.9694182968	0.0009371373484	0.000908478092153596	0.9640095238	0.000257086836	0.000247834158347609	0.9690116478	0.001063551488	0.00103059377990702	0.9636192304	0.0004168996496	0.000401732519501582	0.9671784512	-0.0004897917332	-0.00047371600992694	0.9608160342	-0.000837043377	-0.000804244697942515	0.9578891178	-0.002876042386	-0.00275492970388095	0.9520273422	-0.003408333572	-0.00324482675188219	
0.9686416628	-0.001174073562	-0.0011372565673452	0.9622523406	-0.001667993868	-0.00160503100358945	0.9676104662	-0.001500647254	-0.00145204198904469	0.9614205704	-0.002004951096	-0.00192760122634042	0.968097966	-0.001409935492	-0.00136495568199641	0.9603625662	-0.00207870736	-0.00199631273462843	0.9661733992	-0.001965418208	-0.00189893479087293	0.9607044118	-0.002234360434	-0.00214655992649516	0.963794323	-0.002564271244	-0.00247143006759935	0.9575389242	-0.003221648328	-0.00308485367414385	0.9277008764	-0.01499788372	-0.0139135498711893	0.9323098776	-0.0119911048	-0.0111794254483768	0.968167099	-0.001340822434	-0.0012981401661999	0.9623580054	-0.001553031772	-0.00149457255842475	0.9686588282	-0.001426776476	-0.00138205962934549	0.962151526	-0.001676763564	-0.0016133006218438	0.9690674876	-0.0010564316544	-0.00102375356915052	0.962841453	-0.00160785737	-0.00154811172634756	0.9685352846	-0.001031451972	-0.000998997629252251	0.9618517986	-0.001481505104	-0.00142498834891748	0.9678634954	-0.0009937935858	-0.000961856533658488	0.962142998	-0.001556701358	-0.00149776931157679	0.9689754468	-0.001009365426	-0.000978050314642822	0.9612528382	-0.001697468302	-0.00163169622305203	0.9706530444	-0.0005940290556	-0.000576596111280197	0.963181219	-0.001376661728	-0.00132597472132569	0.9727765288	0.0005365915268	0.000521983642823996	0.9665149394	-0.0002152890274	-0.000208080061270996	0.9744311606	0.000677090187	0.000659777776749281	0.9679264178	0.000235580259	0.000228024356198266	0.97377484	0.0009101494818	0.000886280666015878	0.9676003626	0.000241255949	0.000233439343731807	0.9738030484	0.001037923035	0.00101073261548758	0.9675975526	0.0004025759384	0.000389531492731488	0.97136865	-0.000521334374	-0.000506407867070975	0.9646081604	-0.000863952745	-0.00083337586802698	0.9621255474	-0.002937249238	-0.00282600253096098	0.9559719898	-0.00345704989	-0.00330484286218117	
0.9723873056	-0.001231244656	-0.00119724667358224	0.966206689	-0.001724143556	-0.00166587903660345	0.9713301054	-0.001560239804	-0.0015155078932686	0.9656945442	-0.002067562614	-0.00199663393613169	0.971993527	-0.001482327954	-0.00144081317617915	0.9645142068	-0.002150247418	-0.00207394418279602	0.9700830376	-0.002027832096	-0.00196716551943045	0.9641401318	-0.00229233868	-0.00221013571706544	0.9678458916	-0.002655970702	-0.00257057033214067	0.9616282268	-0.003309904924	-0.00318289800294271	0.9311312036	-0.01505866668	-0.0140215944303596	0.9356188228	-0.01213165634	-0.011350606023445	0.9721277286	-0.001390374532	-0.00135162163569645	0.9670311322	-0.001608617192	-0.00155558290445614	0.9720519306	-0.001482835658	-0.00144139326412142	0.9662498346	-0.001737377522	-0.00167874074327026	0.9729541074	-0.0011189194224	-0.00108865724787372	0.966514227	-0.001654407124	-0.00159900802259615	0.9727219346	-0.0010974158486	-0.00106748046731089	0.966680806	-0.00155284753	-0.00150110790189551	0.971930032	-0.0010564503566	-0.00102679582889665	0.9661237922	-0.00160923918	-0.00155472425913842	0.9732927352	-0.0010800078282	-0.00105116377314619	0.9650203584	-0.001747918056	-0.00168677650885495	0.9740864174	-0.0006454263366	-0.0006287010279143	0.9675675062	-0.001438432848	-0.00139178088357552	0.9778000998	0.00050060124	0.000489487942432004	0.9708055294	-0.0002386484054	-0.000231681191544813	0.9783652798	0.0006431260912	0.000629212238163568	0.9719547762	0.0002136828048	0.000207690022717172	0.9781508532	0.0008812591752	0.000862004414112208	0.9721302282	0.000212444141	0.000206523371270083	0.9782625196	0.0010152803052	0.000993210669465209	0.9716541302	0.0003879474674	0.00037695075899984	0.9749122422	-0.0005413866464	-0.000527804469338963	0.9686042378	-0.0008975502058	-0.000869370932976142	0.966427997	-0.002999341742	-0.00289864783203955	0.9598810586	-0.003505032938	-0.00336441472695531	
0.9771379284	-0.001307034728	-0.00127715320646478	0.9695715074	-0.001766567046	-0.00171281307371339	0.9752801418	-0.001628077492	-0.00158783164725915	0.9700622522	-0.00213550743	-0.00207157514713563	0.9761895608	-0.00156401559	-0.00152677569188645	0.9678546716	-0.002205301816	-0.00213441166490356	0.9740667504	-0.002091967414	-0.00203771590089767	0.9684515852	-0.002369031026	-0.00229429185251768	0.972518257	-0.00276501284	-0.00268902546773942	0.965830667	-0.003402868674	-0.00328659492112283	0.9352529746	-0.01511973778	-0.014140779733917	0.9402991778	-0.01230615536	-0.0115714677668871	0.9762529254	-0.001442624216	-0.00140836611112288	0.9713005414	-0.00166015023	-0.00161250481720433	0.9762766298	-0.001555137614	-0.00151824450867113	0.9703377416	-0.001798131852	-0.00174479520036871	0.9767179498	-0.00118003577	-0.00115256211796506	0.970766386	-0.001716104362	-0.00166593642949758	0.9774808644	-0.00117503448	-0.0011485737192102	0.9717386876	-0.001629263744	-0.00158321861234882	0.9767731168	-0.001133645094	-0.00110731405181141	0.9703328912	-0.001666805538	-0.00161735623675571	0.9769549182	-0.001136202767	-0.0011100188812931	0.969569502	-0.00181322716	-0.00175804975453407	0.9791180432	-0.0007301781938	-0.000714930644300767	0.9710114706	-0.001483413548	-0.00144041157075144	0.9820100876	0.00047334186	0.000464826481403347	0.974419389	-0.0002515840742	-0.000245148399864095	0.9818030296	0.0006169786226	0.000605751480867115	0.9758973922	0.0001936757848	0.000189007693318608	0.982128412	0.0008551403358	0.000839857620036401	0.9754287098	0.000197984673	0.000193119934144565	0.9820509034	0.0009976947408	0.000979787021520069	0.9768413838	0.0003576857416	0.000349402234790073	0.9793313174	-0.000572760284	-0.000560922083484118	0.9729020582	-0.000921609608	-0.000896635884480095	0.9706372232	-0.003062760412	-0.00297282926163057	0.9643756622	-0.003566380166	-0.0034393302342432	
0.9808583936	-0.001362377262	-0.00133629917268249	0.974280274	-0.00183591191	-0.00178869275871466	0.979820407	-0.00170572937	-0.00167130844554525	0.9734415298	-0.002181447664	-0.0021235117512228	0.9809411976	-0.001663029282	-0.00163133393552895	0.9727209668	-0.002291944108	-0.00222942208858532	0.9770993244	-0.002139081434	-0.00209009502399798	0.9720223848	-0.002432692582	-0.00236463164504091	0.9773201862	-0.002877571722	-0.00281230893114889	0.9709524742	-0.003519129928	-0.00341690791062287	0.9391681952	-0.01519135634	-0.0142672387164779	0.944233424	-0.01246375682	-0.011768695778052	0.9801722684	-0.001491871554	-0.00146229112524561	0.975676492	-0.001714623738	-0.00167291807379177	0.9804476152	-0.001627744332	-0.00159591804846472	0.9744548858	-0.00186353146	-0.00181592733603901	0.980567597	-0.001244018708	-0.0012198444351266	0.9745673264	-0.001769313578	-0.00172431520327468	0.981037522	-0.001230331762	-0.00120700162303037	0.9755348088	-0.001683737252	-0.00164254429819926	0.9807909484	-0.001194732814	-0.00117178312972766	0.9746342622	-0.001726324206	-0.00168253471883281	0.9812441772	-0.001212223718	-0.00118948746475123	0.9736514488	-0.001869986366	-0.00182071493449215	0.9835700334	-0.0008052229894	-0.000791993202578606	0.9752126424	-0.001543496484	-0.00150523728469675	0.9857791934	0.0004592157808	0.000452685361993575	0.978455103	-0.0002758291028	-0.000269886393190572	0.9871329104	0.0005636789018	0.00055642599486491	0.979878124	0.0001744020354	0.000170892739269534	0.986845423	0.0008194381854	0.000808658822693415	0.9796633036	0.0001710919282	0.000167612483599706	0.9868905648	0.0009663497316	0.000953681432413052	0.9806609072	0.0003448119482	0.000338143597935211	0.9830433486	-0.000595814902	-0.000585711876407861	0.9771128054	-0.000947452317	-0.0009257677914466	0.9746936774	-0.003124000512	-0.00304494354724076	0.9690175222	-0.003631277382	-0.00351877141112654	
0.9858423948	-0.001441355306	-0.00142094916662473	0.9789545422	-0.001912480506	-0.00187223147821765	0.983615072	-0.001769988438	-0.00174098730488254	0.9776196166	-0.002250290136	-0.00219992777999508	0.9841862844	-0.001726312196	-0.00169901278589564	0.976446251	-0.002356643692	-0.0023011358979962	0.9814505418	-0.002212314294	-0.00217127706247818	0.9762084634	-0.002510401718	-0.0024506754036455	0.9805185958	-0.0029504832	-0.00289300364419549	0.9754277354	-0.003623415042	-0.00353437952883236	0.943210885	-0.01524380366	-0.0143781215409148	0.9486788802	-0.01265564376	-0.0120061419504469	0.984499007	-0.001549392662	-0.00152537553719209	0.980015789	-0.001766540034	-0.0017312371252206	0.9839563936	-0.001689943962	-0.00166283116623562	0.9791522372	-0.001941471474	-0.00190099613722708	0.984760268	-0.001318177854	-0.0012980891767767	0.9789900168	-0.001835627466	-0.00179706096377788	0.984987813	-0.001294907596	-0.00127546820102113	0.9801243504	-0.001758065402	-0.00172312271009596	0.9850297272	-0.001264613316	-0.00124568170967297	0.9794082246	-0.001793750006	-0.0017568135087527	0.9864352358	-0.001301851732	-0.00128419242023206	0.9775797332	-0.001924414622	-0.00188126873274094	0.9872984888	-0.0008684726564	-0.000857441741227842	0.9790315944	-0.001596339064	-0.00156286637903092	0.9899092094	0.0004392087608	0.000434776797165082	0.9826759346	-0.0003044599022	-0.00029918541894261	0.9913388388	0.0005219268076	0.000517406315384775	0.983591993	0.0001576116168	0.000155025524288264	0.9906844144	0.0007933812214	0.000785990410718616	0.9833925202	0.0001504015074	0.000147903717403965	0.9912209186	0.0009420760738	0.000933805511263117	0.9854441908	0.000317885957	0.000313258869662549	0.9861777054	-0.000606893383	-0.000598504723869383	0.9816949914	-0.0009895378006	-0.000971424302649992	0.9787429618	-0.003185619254	-0.00311790242382707	0.9732375278	-0.00368577952	-0.00358713894806067	
